PLACEKEY,LATITUDE,LONGITUDE,TOP_CATEGORY,CITY,REGION,POSTAL_CODE,STREET_ADDRESS,RAW_VISIT_COUNTS,RAW_VISITOR_COUNTS,IS_SYNTHETIC,WKT_AREA_SQ_METERS,ISO_COUNTRY_CODE,NORMALIZED_VISITS_BY_STATE_SCALING,NORMALIZED_VISITS_BY_REGION_NAICS_VISITS,NORMALIZED_VISITS_BY_REGION_NAICS_VISITORS,NORMALIZED_VISITS_BY_TOTAL_VISITS,NORMALIZED_VISITS_BY_TOTAL_VISITORS
222-223@5pm-h2k-j5f,34.67998,-86.75247,"Beer, Wine, and Liquor Stores",Madison,AL,35758,3764 Sullivan St,335.0,285.0,False,673.0,US,4143.0,0.06711097814,0.07134436286,0.0001191677793,0.001030869641
226-222@5pm-jjv-66k,34.667166,-87.31096,Building Material and Supplies Dealers,Courtland,AL,35618,407 Tennessee St,3.0,3.0,False,759.0,US,40.0,0.0006415739949,0.0006753714543,1.114796546e-06,8.699686811e-06
22j-222@8gm-nfj-fj9,34.012956,-86.002644,Health and Personal Care Stores,Gadsden,AL,35901,319 Broad St,172.0,31.0,False,378.0,US,2128.0,0.002780822238,0.003572409117,5.976169794e-05,0.0005258159552
222-222@8f5-5sy-xwk,30.319299,-87.538029,Personal and Household Goods Repair and Maintenance,Elberta,AL,36530,28542 S Quarry Ln,33.0,3.0,False,228.0,US,410.0,0.04264810081,0.044183916,1.175076177e-05,0.0001012327614
22q-223@8gh-xqc-4y9,31.710846,-85.609319,"Automotive Parts, Accessories, and Tire Stores",Clio,AL,36017,3238 Louisville St,5.0,4.0,False,614.0,US,64.0,0.00081323299,0.0008498082022,1.757911611e-06,1.477599607e-05
zzw-224@8gh-wnv-9mk,31.253355,-85.42389,Health and Personal Care Stores,Dothan,AL,36303,900 Commons Dr,319.0,307.0,False,229.0,US,3968.0,0.05686849898,0.06330094059,0.0001149632047,0.000996664324
zzy-222@5pm-mmb-49z,34.782752,-86.502411,Death Care Services,Huntsville,AL,35811,Spruce Pine Ln,65.0,4.0,False,271.0,US,806.0,0.009864992957,0.01093039317,2.334782882e-05,0.000201846145
zzy-222@8gk-zv7-3kf,32.673996,-86.070753,"Justice, Public Order, and Safety Activities",Eclectic,AL,36024,1221 Middle Rd,4.0,4.0,False,123.0,US,57.0,0.002936857562,0.003223207091,1.922852282e-06,1.47845339e-05
zzw-222@8f3-ftd-xt9,30.688685,-88.116486,Health and Personal Care Stores,Mobile,AL,36606,3055 Dauphin St Ste A,454.0,217.0,False,1216.0,US,5661.0,0.1575357936,0.1699731804,0.0001622533131,0.001394763583
22n-222@8gm-9mx-f9f,33.43052,-86.951504,Consumer Goods Rental,Brighton,AL,35020,3802 Edwards St,5.0,5.0,False,400.0,US,63.0,0.0032404407,0.003434065934,1.669128074e-06,1.271210141e-05
zzw-223@8gk-ttw-yn5,33.432336,-86.737337,Health and Personal Care Stores,Birmingham,AL,35243,4704 Cahaba River Rd,437.0,396.0,False,3392.0,US,5423.0,0.1484986446,0.160382294,0.0001534527485,0.0013162299
228-222@8f3-p2r-p7q,30.522492,-87.902596,Legal Services,Fairhope,AL,36532,21 S Section St,6.0,5.0,False,84.0,US,76.0,4.413052779e-05,0.0004257892821,2.073763363e-06,1.763660665e-05
223-224@8f3-jd7-4sq,30.595048,-87.852691,Building Finishing Contractors,Daphne,AL,36526,25421 State Highway 181,7.0,6.0,False,551.0,US,86.0,0.001009943367,0.001148375475,2.480589595e-06,2.182785911e-05
222-223@8gm-mqy-7bk,34.307847,-86.296653,Gasoline Stations,Guntersville,AL,35976,12985 US Highway 431,1242.0,762.0,False,686.0,US,15417.0,0.01254038422,0.01890903579,0.0004430361316,0.00382659918
222-222@8gm-t4r-ks5,34.205312,-86.80871,Nursing and Residential Care Facilities,Cullman,AL,35058,2021 Dahlke Dr,30.0,8.0,False,2808.0,US,366.0,0.007995601416,0.008906723094,1.067922878e-05,9.23893505e-05
222-222@8gm-p5f-ct9,34.334707,-86.471187,Home Furnishings Stores,Arab,AL,35016,1280 Guntersville Rd,8.0,8.0,False,384.0,US,97.0,0.01820570489,0.01842259914,2.708981535e-06,2.353444752e-05
222-222@8gm-t4p-nbk,34.198955,-86.830127,Gasoline Stations,Cullman,AL,35055,1749 Eva Rd NE,1236.0,922.0,False,11170.0,US,15432.0,0.01282678163,0.01929954572,0.0004473441586,0.003861971802
222-222@8gn-23w-m6k,32.341062,-86.369112,Gasoline Stations,Montgomery,AL,36108,2311 West Blvd,204.0,92.0,False,260.0,US,2533.0,0.002076369178,0.003128657392,7.311763794e-05,0.0006312535622
zzy-223@8f3-kjq-vmk,30.852518,-87.776122,Gasoline Stations,Bay Minette,AL,36507,2001 Bay Minette Byp,30.0,20.0,False,397.0,US,375.0,0.0002970616642,0.0004484679208,1.069696604e-05,9.243971198e-05
222-223@8gn-jbr-2x5,32.44762,-85.016202,Gasoline Stations,Phenix City,AL,36869,106 Martin Luther King Jr Pkwy,26.0,22.0,False,359.0,US,318.0,0.0002585023088,0.0003892836477,9.126383014e-06,7.843611208e-05
224-223@8f3-zky-d7q,31.122344,-87.068833,Gasoline Stations,Brewton,AL,36426,1027 Douglas Ave,173.0,90.0,False,2162.0,US,2168.0,0.001748865553,0.002636060741,6.243206769e-05,0.0005381956483
224-223@8gm-dgs-47q,33.767618,-85.692627,Gasoline Stations,Anniston,AL,36207,8960 Al-9,1202.0,448.0,False,2826.0,US,14963.0,0.01222963343,0.0184489395,0.0004300867374,0.003724642014
222-222@8gn-97h-tn5,33.176635,-87.472074,Gasoline Stations,Tuscaloosa,AL,35405,4822 Skyland Blvd E,1762.0,993.0,False,4392.0,US,21980.0,0.01805473595,0.02719077318,0.0006359578992,0.005507114651
zzy-222@8gh-wnt-ty9,31.254785,-85.431794,Clothing Stores,Dothan,AL,36303,3431 Montgomery Hwy Ste 2,259.0,237.0,False,334.0,US,3222.0,1.896546479,1.940980391,9.302319151e-05,0.0008079422131
222-223@8gm-cx8-59f,33.934721,-85.625972,Building Material and Supplies Dealers,Piedmont,AL,36272,824 US Highway 278 W,92.0,12.0,False,1019.0,US,1124.0,0.01823779028,0.01929552272,3.140759316e-05,0.0002753609574
zzy-223@8gm-rnr-yn5,33.995978,-86.577937,"Executive, Legislative, and Other General Government Support",Cleveland,AL,35049,62732 US Highway 231,89.0,12.0,False,407.0,US,1099.0,0.03975053702,0.04045736823,3.062970431e-05,0.0002679532088
225-222@8f3-nxs-85f,30.341897,-87.683958,Other Miscellaneous Store Retailers,Foley,AL,36535,8097 State Highway 59 Ste B,20.0,12.0,False,374.0,US,247.0,0.004769478334,0.005108068954,6.965182982e-06,6.053357919e-05
228-222@5pm-fqn-kpv,34.805492,-86.97749,Offices of Other Health Practitioners,Athens,AL,35611,210 Sanders St,12.0,12.0,False,146.0,US,146.0,0.001736396468,0.002125656544,3.985374767e-06,3.34565541e-05
zzw-222@8gk-tn3-nyv,33.651471,-86.684533,Religious Organizations,Center Point,AL,35215,32 25th Ave NW,12.0,12.0,False,768.0,US,157.0,0.0005246111024,0.000621175412,4.303785557e-06,3.756900675e-05
226-223@8gk-tmt-fcq,33.608124,-86.63894,"Jewelry, Luggage, and Leather Goods Stores",Birmingham,AL,35235,5006 Pinnacle Sq Ste 104,351.0,147.0,False,271.0,US,4326.0,0.03643698553,0.04611571053,0.0001246088644,0.001080951932
zzw-222@8gm-3rq-p35,33.851816,-87.271766,"Sporting Goods, Hobby, and Musical Instrument Stores",Jasper,AL,35501,300 Highway 78 E Ste 438,6829.0,4368.0,False,30150.0,US,84775.0,0.8909533232,0.9918058464,0.002453084106,0.0211635507
224-223@8gk-tt6-r8v,33.505405,-86.859605,"Sporting Goods, Hobby, and Musical Instrument Stores",Birmingham,AL,35208,1328 3rd Ave W,43.0,43.0,False,121.0,US,536.0,0.008674829932,0.009642466436,1.494824739e-05,0.0001334163166
zzw-224@5pm-mv7-hbk,34.737489,-86.647812,Department Stores,Huntsville,AL,35816,4710 University Dr NW Ste L-02,425.0,236.0,False,2236.0,US,5272.0,0.05971289822,0.06907067035,0.0001519320229,0.001323263842
zzw-222@8gn-nh9-gkz,32.360507,-86.15989,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Montgomery,AL,36117,2576 Berryhill Rd,7628.0,5281.0,False,11778.0,US,94772.0,0.2481341736,0.2633350621,0.002760199222,0.02390547936
222-223@8gh-x36-4qf,31.111162,-85.40604,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Dothan,AL,36301,7990 S U S 231,626.0,518.0,False,4847.0,US,7771.0,0.03753501821,0.04230453078,0.0002268844202,0.001968260201
zzw-222@8gk-tct-g49,33.553225,-86.819276,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Birmingham,AL,35207,3120 26th St N,220.0,180.0,False,793.0,US,2733.0,0.01393534803,0.01565278074,7.889843604e-05,0.0006814345615
228-223@8gk-x62-mhq,32.850695,-86.633955,Florists,Clanton,AL,35045,1500 7th St N,88.0,49.0,False,232.0,US,1092.0,0.01554188586,0.01655869681,3.13134863e-05,0.0002715797945
222-222@8f4-9st-y35,31.525701,-87.894307,Florists,Jackson,AL,36545,1503 College Ave,168.0,155.0,False,677.0,US,2066.0,0.02928190964,0.03128421222,5.825134085e-05,0.0005133354148
222-222@5pm-fqp-zcq,34.784439,-86.954487,"Office Supplies, Stationery, and Gift Stores",Athens,AL,35611,1036 US Highway 72 E,36.0,31.0,False,2458.0,US,450.0,0.01194412747,0.01319576845,1.260875395e-05,0.0001101588986
223-222@8gm-rbb-s3q,34.433597,-85.732539,Used Merchandise Stores,Fort Payne,AL,35967,1032 Grand Ave SW,109.0,106.0,False,632.0,US,1352.0,0.01444847136,0.01614213114,3.88539124e-05,0.0003366040649
227-222@8gk-ttm-5mk,33.46131,-86.754088,Other Miscellaneous Store Retailers,Mountain Brk,AL,35243,2800 Cahaba Village Plz,21.0,17.0,False,522.0,US,253.0,0.007180131929,0.007651874818,7.122422482e-06,6.219725182e-05
zzw-224@8gh-wnt-sdv,31.256294,-85.434523,Other Miscellaneous Store Retailers,Dothan,AL,36303,1435 Westgate Pkwy,297.0,163.0,False,622.0,US,3681.0,0.07836163284,0.0797857874,0.0001058200062,0.0009174923065
223-222@8gm-ndn-j5f,34.020533,-86.059932,Specialized Freight Trucking,Gadsden,AL,35904,3500 Michael Ann Ave,65.0,52.0,False,1878.0,US,818.0,0.03593880403,0.04023116307,2.286354152e-05,0.0002005015804
zzy-222@5pm-hx7-dgk,34.759077,-87.646533,Taxi and Limousine Service,Muscle Shoals,AL,35661,2402 2nd St,671.0,236.0,True,1236.0,US,8358.0,1.18726493,1.196946682,0.0002363885421,0.002047147481
222-222@8gn-9rq-snq,33.217371,-87.568936,Support Activities for Road Transportation,Northport,AL,35476,1001 3rd St,158.0,47.0,False,2146.0,US,1959.0,0.1070423713,0.1102813864,5.633793282e-05,0.0004876367042
222-222@8gk-w6g-mc5,33.437468,-86.102384,Postal Service,Talladega,AL,35160,127 East St N,416.0,166.0,False,1336.0,US,5135.0,0.2700885722,0.2739835928,0.0001439523915,0.001258234293
223-225@5pm-mw4-8d9,34.77153,-86.587787,Wired and Wireless Telecommunications Carriers,Huntsville,AL,35810,3503 Memorial Pkwy NW,138.0,134.0,False,188.0,US,1710.0,0.0110602456,0.01259062636,4.935173093e-05,0.0004253191335
222-222@5pm-hvw-pjv,34.837445,-87.632869,Wired and Wireless Telecommunications Carriers,Florence,AL,35630,331 Cox Creek Pkwy,220.0,213.0,False,346.0,US,2729.0,0.01755789528,0.01998823341,7.873707341e-05,0.0006802065509
223-226@8gm-3rq-pd9,33.851855,-87.271786,Wired and Wireless Telecommunications Carriers,Jasper,AL,35501,300 Highway 78 E,6829.0,4368.0,False,30150.0,US,84775.0,0.536880595,0.6114350698,0.002453084106,0.0211635507
224-222@8gn-jcy-nbk,32.497391,-85.017159,Depository Credit Intermediation,Phenix City,AL,36867,1803 Stadium Dr,265.0,204.0,False,552.0,US,3292.0,0.01028966068,0.01228207448,9.444662929e-05,0.0008186126528
223-222@8gk-yjy-q2k,33.234733,-86.804229,Depository Credit Intermediation,Alabaster,AL,35007,500 Colonial Promenade Pkwy,684.0,615.0,False,535.0,US,8494.0,0.02658427542,0.03176773784,0.0002424109971,0.002107547346
225-223@8f4-btn-5fz,32.08902,-88.221013,Depository Credit Intermediation,Butler,AL,36904,132 S Mulberry Ave,220.0,180.0,False,584.0,US,2694.0,0.008354898814,0.01007969335,7.520816554e-05,0.0006613134324
224-222@8f3-p2v-5cq,30.524016,-87.883089,Depository Credit Intermediation,Fairhope,AL,36532,949 Fairhope Ave,534.0,353.0,False,956.0,US,6632.0,0.02080533472,0.02483921522,0.0001901655463,0.001653818842
zzw-222@8gm-zcz-ndv,32.460071,-86.421999,Depository Credit Intermediation,Prattville,AL,36066,1794 E Main St,465.0,451.0,False,294.0,US,5733.0,0.08319952282,0.0871529922,0.000160370995,0.001410743892
223-222@8gn-jbh-5mk,32.469311,-85.000341,Activities Related to Credit Intermediation,Phenix City,AL,36867,1200 Broad St,552.0,518.0,False,816.0,US,6791.0,0.05991594981,0.08764230671,0.0001889637355,0.001655401522
223-226@8gk-tv4-f75,33.519342,-86.809481,Activities Related to Credit Intermediation,Birmingham,AL,35203,2001 Park Pl,1081.0,664.0,False,5945.0,US,13453.0,0.1248382269,0.1797358899,0.0003817837567,0.003306127014
225-225@8gk-twc-k75,33.420499,-86.800335,Activities Related to Credit Intermediation,Vestavia Hills,AL,35216,1442 Montgomery Hwy,89.0,81.0,False,258.0,US,1112.0,0.01019839411,0.01462403363,3.161551161e-05,0.0002702089372
227-223@5pm-mst-nyv,34.757493,-86.636726,Activities Related to Credit Intermediation,Huntsville,AL,35810,4833 Sparkman Dr NW,118.0,118.0,False,531.0,US,1441.0,0.01259531266,0.01806374608,3.95917878e-05,0.0003497755123
zzy-222@8f3-p2f-wrk,30.462334,-87.857592,Activities Related to Credit Intermediation,Fairhope,AL,36532,16310 16310 Hampstead Ct,40.0,11.0,False,264.0,US,511.0,0.004365533511,0.006460090896,1.410870911e-05,0.0001195324779
zzw-222@8f3-g7g-5mk,30.856616,-88.051404,"Justice, Public Order, and Safety Activities",Satsuma,AL,36572,5668 2nd St,72.0,72.0,False,978.0,US,915.0,0.04758291631,0.05096659992,2.717232026e-05,0.0002291921239
222-223@5pm-gtz-52k,34.605967,-86.983326,"Justice, Public Order, and Safety Activities",Decatur,AL,35602,402 Lee St,673.0,275.0,False,3064.0,US,8380.0,0.3697447771,0.3983923493,0.0002370764305,0.002065281558
zzw-222@8gm-pd6-m8v,34.360537,-86.292319,"Justice, Public Order, and Safety Activities",Guntersville,AL,35976,340 Blount Ave,276.0,101.0,False,1913.0,US,3422.0,0.1510397069,0.1628181289,9.645367527e-05,0.000837902186
zzy-222@8gn-pj7-4n5,31.888257,-85.493422,"Justice, Public Order, and Safety Activities",Clayton,AL,36016,379 Alabama Highway 239,565.0,128.0,False,120954.0,US,6950.0,0.2322644224,0.2470026365,0.0001993724753,0.001727528322
zzy-222@8gm-4nq-7h5,34.275756,-87.700654,"Justice, Public Order, and Safety Activities",Bear Creek,AL,35543,341 Main St,19.0,19.0,False,420.0,US,230.0,0.009567619237,0.01026089733,6.606898787e-06,5.765562045e-05
zzw-224@8f3-jgb-f9f,30.604119,-87.90179,Other Financial Investment Activities,Daphne,AL,36526,809C Daphne Ave Ste 102,46.0,41.0,False,114.0,US,584.0,0.005184742917,0.008669864046,1.633275199e-05,0.0001419471297
225-224@8gk-twj-j5f,33.371624,-86.801701,"Agencies, Brokerages, and Other Insurance Related Activities",Hoover,AL,35244,1 Chase Corporate Dr Ste 400,606.0,442.0,False,5115.0,US,7443.0,0.0271513868,0.03656227689,0.0002190063101,0.001883646177
22r-224@8gm-pk5-2c5,34.160821,-85.703664,"Agencies, Brokerages, and Other Insurance Related Activities",Centre,AL,35960,1520 Chesnut Byp,175.0,132.0,False,672.0,US,2187.0,0.007563847345,0.01029767362,6.324022405e-05,0.0005479714679
225-222@8f3-j8q-tvz,30.519235,-87.70778,"Agencies, Brokerages, and Other Insurance Related Activities",Summerdale,AL,36580,20210 State Highway 59 Ste 2,148.0,137.0,False,1130.0,US,1839.0,0.006296191366,0.008597322969,5.294102777e-05,0.0004586021078
22n-222@5pm-fqn-mkz,34.803871,-86.970666,"Agencies, Brokerages, and Other Insurance Related Activities",Athens,AL,35612,114 North Marion Street,234.0,79.0,False,683.0,US,2897.0,0.0099450416,0.01356853431,8.345324056e-05,0.0007195280915
229-222@5pm-h3v-5fz,34.78893,-86.748772,"Agencies, Brokerages, and Other Insurance Related Activities",Madison,AL,35757,6983 Wall Triana Hwy Ste Z,169.0,76.0,False,628.0,US,2092.0,0.006975712534,0.009511424772,5.990882411e-05,0.0005178907359
222-222@8gk-twj-gc5,33.37696,-86.798653,"Agencies, Brokerages, and Other Insurance Related Activities",Hoover,AL,35244,2131 Data Office Dr,137.0,89.0,False,885.0,US,1705.0,0.006043943281,0.008196845012,4.977521073e-05,0.0004287079091
zzw-228@8f3-fw6-pjv,30.647943,-88.158848,"Agencies, Brokerages, and Other Insurance Related Activities",Mobile,AL,36609,5031 Cottage Hill Rd,703.0,619.0,False,3381.0,US,8703.0,0.03006261808,0.04095949149,0.0002510448737,0.002166282311
22n-223@8f4-9sv-6x5,31.532142,-87.891287,"Agencies, Brokerages, and Other Insurance Related Activities",Jackson,AL,36545,2005 College Ave,90.0,90.0,False,321.0,US,1120.0,0.003796819046,0.005135336597,3.22629444e-05,0.000278828563
222-222@8gm-9mr-xdv,33.455012,-87.007335,Lessors of Real Estate,Bessemer,AL,35023,3275 Allison Bonnett Memorial Dr,92.0,39.0,False,1349.0,US,1144.0,0.018444359,0.02006747968,3.301647545e-05,0.0002851133104
zzw-222@8gn-6rg-z75,32.704346,-87.593208,Offices of Real Estate Agents and Brokers,Greensboro,AL,36744,1124 Main St,387.0,319.0,False,1442.0,US,4748.0,0.02003003104,0.03722507307,0.0001334471145,0.001178660401
224-222@8gh-x7h-49z,31.220462,-85.432945,Offices of Real Estate Agents and Brokers,Dothan,AL,36301,2967 Ross Clark Cir,68.0,68.0,False,556.0,US,846.0,0.003823002352,0.007004712703,2.453741142e-05,0.0002127950159
zzw-222@8gm-957-kfz,33.557964,-86.892407,General Rental Centers,Forestdale,AL,35214,1208 Forestdale Sq,567.0,383.0,False,9351.0,US,7021.0,2.087920638,2.087920638,0.0002015161707,0.001749825017
zzy-239@8f3-fv9-ffz,30.693295,-88.039839,Legal Services,Mobile,AL,36602,30200 Rsa Battle House Tower,3569.0,1896.0,False,4576.0,US,43764.0,0.02492164545,0.2377844754,0.00124068464,0.01069098219
222-227@8gm-znm-389,32.375681,-86.303018,Legal Services,Montgomery,AL,36104,401 Adams Ave,132.0,28.0,False,4680.0,US,1634.0,0.0008246219301,0.00815548632,4.528334188e-05,0.0003951923293
22g-222@5pm-mtc-vzz,34.730843,-86.58465,Legal Services,Huntsville,AL,35801,203 Eastside Sq Ste A,205.0,111.0,False,1112.0,US,2540.0,0.001583681831,0.01466929149,7.318226494e-05,0.0006319750054
22c-223@8gh-tq5-q2k,31.315148,-85.853358,Legal Services,Enterprise,AL,36330,119 E College St,381.0,299.0,False,1793.0,US,4708.0,0.002718253765,0.02582957869,0.0001333562116,0.001157268225
222-22b@8gk-tv8-y35,33.474722,-86.786488,Legal Services,Birmingham,AL,35209,3125 Independence Dr,478.0,370.0,False,1837.0,US,5948.0,0.003650634611,0.03400628166,0.0001709362543,0.001471569459
22d-222@8gn-nk9-8jv,32.357808,-86.241815,Legal Services,Montgomery,AL,36106,4121 Carmichael Rd Ste 304,457.0,387.0,False,1860.0,US,5637.0,0.003115571282,0.02985492949,0.0001572284177,0.001377448085
222-227@5pm-h2k-gkz,34.681105,-86.750934,Legal Services,Madison,AL,35758,3809 Sullivan St,333.0,245.0,False,1342.0,US,4131.0,0.002354334786,0.02261900714,0.0001166959619,0.001019129004
23v-225@5pm-gxk-mhq,34.443887,-86.93457,Legal Services,Hartselle,AL,35640,129 Main St W,14.0,10.0,False,675.0,US,174.0,9.890398374e-05,0.0009640454207,5.030215854e-06,4.327924115e-05
225-223@8gm-42r-k4v,34.226194,-87.621704,Legal Services,Haleyville,AL,35565,1900 11th Ave,211.0,177.0,False,467.0,US,2615.0,0.00161987524,0.01499547187,7.524614624e-05,0.0006504234024
227-222@8f3-g5h-hwk,30.69409,-88.045839,Legal Services,Mobile,AL,36603,257 Saint Anthony St,1148.0,599.0,False,1733.0,US,14227.0,0.008521236641,0.07975643563,0.0004071871735,0.003535173025
22d-223@5pm-gty-pn5,34.603645,-86.980561,Legal Services,Decatur,AL,35601,445 Moulton St E,170.0,145.0,False,818.0,US,2104.0,0.001318958626,0.01219612553,6.081886326e-05,0.0005226774625
226-222@8gk-tt3-rff,33.43546,-86.809727,Legal Services,Vestavia Hills,AL,35216,2081 Columbiana Rd Ste 17,197.0,44.0,False,958.0,US,2425.0,0.001257615515,0.01254184942,6.759643875e-05,0.0005950338571
222-22f@8gm-znm-389,32.375673,-86.302974,Legal Services,Montgomery,AL,36104,401 Adams Ave,132.0,28.0,False,4680.0,US,1634.0,0.0008246219301,0.00815548632,4.528334188e-05,0.0003951923293
222-223@8f3-fth-zmk,30.65231,-88.142517,"Other Professional, Scientific, and Technical Services",Mobile,AL,36609,3995 Cottage Hill Rd,222.0,162.0,False,987.0,US,2745.0,0.03376863497,0.04292244552,7.909515031e-05,0.0006829650452
222-223@8f3-fwh-tqf,30.702552,-88.214471,"Other Professional, Scientific, and Technical Services",Mobile,AL,36608,7380 Zeigler Cir S,11.0,11.0,False,604.0,US,145.0,0.001643782084,0.002138183882,3.987236706e-06,3.379714488e-05
226-222@8gn-nkd-ks5,32.361549,-86.203427,Employment Services,Montgomery,AL,36117,5950 Carmichael Pl Ste 210,10.0,10.0,False,538.0,US,127.0,0.001634378139,0.002319911285,3.716530724e-06,3.244787915e-05
zzw-222@8f3-nyb-dsq,30.409548,-87.6912,Elementary and Secondary Schools,Foley,AL,36535,450 N Cedar St,1269.0,641.0,False,13197.0,US,15615.0,0.07916270851,0.09000150077,0.0004401359221,0.00385605656
zzw-224@8gm-9p2-v2k,33.349503,-87.015077,Elementary and Secondary Schools,Bessemer,AL,35022,1630 Powder Plant Rd,1259.0,657.0,False,5995.0,US,15634.0,0.08954110547,0.1011984571,0.0004467372797,0.003881301504
zzw-224@8gm-zkr-nyv,32.424218,-86.287959,Elementary and Secondary Schools,Montgomery,AL,36110,2815 Forbes Dr,834.0,524.0,False,42967.0,US,10404.0,0.06065374702,0.06834581872,0.0002992484681,0.0026004876
zzw-222@8gm-swd-kmk,34.329259,-86.493567,Elementary and Secondary Schools,Arab,AL,35016,241 8th Ave NE,1067.0,484.0,False,7703.0,US,13140.0,0.07280528346,0.082796595,0.0003703342182,0.003240710534
224-222@8gk-yhh-49z,33.369938,-86.801689,Technical and Trade Schools,Hoover,AL,35244,1870 Chace Dr,434.0,388.0,False,2024.0,US,5368.0,12.241033187,12.241033187,0.0001539466637,0.001333596262
222-223@8gh-tnm-zxq,31.325027,-85.82792,Other Schools and Instruction,Enterprise,AL,36330,913 Rucker Blvd,1766.0,703.0,False,2288.0,US,21991.0,0.6648753855,0.7436101744,0.0006250414789,0.005435023112
zzy-223@8gm-3rx-ffz,33.844297,-87.269879,Other Schools and Instruction,Jasper,AL,35501,Airport Rd S,49.0,49.0,False,123.0,US,626.0,0.06507659688,0.0707716071,1.858542785e-05,0.0001574644974
223-222@8gk-trm-yqf,33.374163,-86.75581,Other Schools and Instruction,Hoover,AL,35244,2477 Valleydale Rd Ste C-2E,132.0,124.0,False,576.0,US,1646.0,0.1545891485,0.17054744,4.725958001e-05,0.0004048892682
223-225@8gn-98q-zzz,33.261241,-87.510415,Offices of Physicians,Tuscaloosa,AL,35406,1837 Commons North Dr,105.0,105.0,False,506.0,US,1295.0,0.00050976268,0.004825581142,3.911434737e-05,0.0003288394381
225-224@8gm-v8m-rp9,33.659032,-85.824731,Offices of Physicians,Anniston,AL,36207,1115 Leighton Ave,288.0,51.0,False,447.0,US,3551.0,0.001242950293,0.0121100857,0.0001016181706,0.0008775267213
225-222@8gk-tbj-m49,33.652356,-86.817894,Offices of Physicians,Gardendale,AL,35071,430 Fieldstown Rd Ste 104,495.0,389.0,False,887.0,US,6126.0,0.002303369033,0.02183569863,0.0001762379051,0.001527321544
223-22k@5pm-gvh-f4v,34.553001,-86.97195,Offices of Physicians,Decatur,AL,35603,2828 Highway 31 S,255.0,226.0,False,1441.0,US,3163.0,0.0008484635999,0.009301653734,8.81779581e-05,0.0007760694553
222-223@8gm-nfs-9s5,34.009464,-86.005799,Offices of Physicians,Gadsden,AL,35901,311 S 4th St,187.0,187.0,False,420.0,US,2279.0,0.0006323783575,0.006889453117,6.343873325e-05,0.0005573026372
222-22f@5pm-mtc-qxq,34.721345,-86.575096,Offices of Physicians,Huntsville,AL,35801,420 Lowell Dr SE,6323.0,3903.0,False,15338.0,US,77750.0,0.02058422123,0.2183791896,0.002155779236,0.01877130799
222-226@8gm-nfs-cqz,34.004413,-86.003612,Offices of Physicians,Gadsden,AL,35901,600 S 3rd St,2716.0,1351.0,False,7227.0,US,33420.0,0.01222638496,0.1184532178,0.0009687741539,0.008385004303
224-222@8gk-tv3-fmk,33.516902,-86.805069,Offices of Physicians,Birmingham,AL,35203,2105 3rd Ave N,355.0,201.0,False,2184.0,US,4388.0,0.00139634083,0.01410601591,0.0001241410358,0.001078964133
225-223@8gk-t8w-jqf,33.518728,-86.742051,Offices of Physicians,Birmingham,AL,35213,972 Montclair Rd Ste 100,260.0,113.0,False,584.0,US,3191.0,0.001215584506,0.0116487485,9.300705695e-05,0.0008037035823
22g-223@8gn-nhv-6zf,32.380443,-86.172543,Offices of Physicians,Montgomery,AL,36117,209 Winton M Blount Loop,337.0,337.0,False,372.0,US,4202.0,0.001422748203,0.01405591968,0.0001195277664,0.001036174701
223-226@8gn-24n-2kz,32.366646,-86.282187,Offices of Physicians,Montgomery,AL,36106,2024 Chestnut St,253.0,179.0,False,431.0,US,3122.0,0.001009167127,0.01015815201,8.74094092e-05,0.0007669458712
223-222@8gk-tqp-gzf,33.415858,-86.671784,Offices of Physicians,Birmingham,AL,35242,2229 Cahaba Valley Dr,141.0,111.0,False,258.0,US,1737.0,0.0005503449715,0.005623055996,4.890466688e-05,0.0004321973723
228-225@8gk-ttn-j7q,33.465604,-86.776668,Offices of Physicians,Birmingham,AL,35209,513 Brookwood Blvd Ste 401,2081.0,1364.0,False,4404.0,US,25703.0,0.007826466158,0.0800733376,0.0007224896523,0.006310415731
222-229@8gm-nsg-qj9,34.693727,-86.573432,Offices of Physicians,Huntsville,AL,35801,250 Chateau Dr SW,5647.0,2890.0,False,22596.0,US,69711.0,0.02265609553,0.2246594876,0.001975781297,0.01707502866
225-225@5pn-6qy-cwk,34.756177,-87.667916,Offices of Physicians,Muscle Shoals,AL,35661,406 Woodward Ave,269.0,254.0,False,438.0,US,3303.0,0.00119364399,0.01143274331,9.482046202e-05,0.0008231099421
223-222@8gm-tn3-j9z,33.970818,-86.015668,Offices of Physicians,Gadsden,AL,35901,207 Dogwood Cir,90.0,90.0,False,529.0,US,1107.0,0.0003350259199,0.003527806763,3.031670799e-05,0.000268812192
22c-222@8gk-yhn-wzf,33.355951,-86.846214,Offices of Physicians,Hoover,AL,35244,5295 Preserve Pkwy Ste 280,1004.0,711.0,False,2390.0,US,12398.0,0.003857535003,0.0395545509,0.0003498685746,0.003052518269
