PLACEKEY,LATITUDE,LONGITUDE,TOP_CATEGORY,CITY,REGION,POSTAL_CODE,STREET_ADDRESS,RAW_VISIT_COUNTS,RAW_VISITOR_COUNTS,IS_SYNTHETIC,WKT_AREA_SQ_METERS,ISO_COUNTRY_CODE,NORMALIZED_VISITS_BY_STATE_SCALING,NORMALIZED_VISITS_BY_REGION_NAICS_VISITS,NORMALIZED_VISITS_BY_REGION_NAICS_VISITORS,NORMALIZED_VISITS_BY_TOTAL_VISITS,NORMALIZED_VISITS_BY_TOTAL_VISITORS
223-224@8gm-t5w-yy9,34.163413,-86.837487,Home Health Care Services,Cullman,AL,35055,1311 2nd Ave SW,1851.0,1404.0,False,2373.0,US,23214.0,0.4735078654,0.6208544909,0.0006685483538,0.005788176593
zzw-223@8f3-ggc-fmk,30.638437,-88.226581,Other Amusement and Recreation Industries,Mobile,AL,36695,2502 Schillinger Rd S,3807.0,1138.0,False,4064.0,US,47079.0,0.1909671849,0.2314995694,0.001340181128,0.01162593787
225-222@8gm-rbg-bkz,34.438375,-85.726694,Home Health Care Services,Fort Payne,AL,35967,500 Grand Ave SW,105.0,105.0,False,593.0,US,1298.0,0.02478082461,0.03259191391,3.72917173e-05,0.0003196811728
225-222@5pm-h25-ty9,34.729465,-86.788307,Other Amusement and Recreation Industries,Madison,AL,35756,12060 County Line Rd,100.0,100.0,False,303.0,US,1248.0,0.005073590034,0.006143249434,3.565147881e-05,0.0003087070164
zzw-222@8gm-nfs-8jv,34.007386,-86.006892,General Medical and Surgical Hospitals,Gadsden,AL,35901,418 S 5th St,442.0,430.0,False,1133.0,US,5465.0,0.01682387439,0.02752527427,0.0001523694151,0.001333522698
224-222@8gh-x7g-fvf,31.223776,-85.430629,Traveler Accommodation,Dothan,AL,36301,3038 Ross Clark Cir,321.0,218.0,False,944.0,US,3970.0,0.01515443685,0.01965400547,0.0001148169844,0.0009916485232
223-226@5pm-mtb-zzz,34.72067,-86.578949,Specialty (except Psychiatric and Substance Abuse) Hospitals,Huntsville,AL,35801,930 Franklin St SE,529.0,315.0,False,1147.0,US,6544.0,0.02429050674,0.06021021749,0.0001859774006,0.001618336316
222-223@8gk-ttx-8vz,33.437306,-86.726219,Traveler Accommodation,Birmingham,AL,35243,8 Perimeter Park S,693.0,298.0,False,3628.0,US,8617.0,0.03205525438,0.04158673997,0.0002468137597,0.002130893582
223-223@8gn-6qw-ct9,32.699564,-87.593811,Traveler Accommodation,Greensboro,AL,36744,1302 State St,66.0,66.0,False,1137.0,US,802.0,0.002982634104,0.003874952727,2.260761774e-05,0.0001973986865
222-226@5pm-mt3-ckf,34.720696,-86.607805,Drinking Places (Alcoholic Beverages),Huntsville,AL,35805,2620 Clinton Ave W,1301.0,989.0,False,7040.0,US,16092.0,0.09769638921,0.146783723,0.0004602672895,0.003967798848
222-222@8gh-x28-tjv,31.357325,-85.289773,Child Day Care Services,Headland,AL,36345,2506 State Highway 134 E,172.0,94.0,False,1217.0,US,2137.0,0.02945654819,0.03094830411,6.189620103e-05,0.0005314566693
224-222@8gk-tvb-4gk,33.493448,-86.811789,Child Day Care Services,Birmingham,AL,35205,1137 10th Pl S,102.0,41.0,False,666.0,US,1265.0,0.01648859936,0.01735489157,3.662874533e-05,0.0003153727976
222-222@8gk-sgd-sdv,33.180206,-86.251015,Restaurants and Other Eating Places,Sylacauga,AL,35150,911 N Broadway Ave,2018.0,1457.0,False,337.0,US,24996.0,0.02273099429,0.03778042439,0.0007200172276,0.006225763178
zzy-222@8gm-pk5-35z,34.156335,-85.694338,Restaurants and Other Eating Places,Centre,AL,35960,Main St,310.0,241.0,False,1911.0,US,3796.0,0.0034549302,0.005760137465,0.0001085219601,0.000947482014
zzy-222@8f3-nxx-yvz,30.374164,-87.681038,Restaurants and Other Eating Places,Foley,AL,36535,2601 Smckenzie St Ste 442,305.0,200.0,False,289.0,US,3796.0,0.003401003476,0.005659465773,0.0001089034125,0.000944341696
226-222@8f3-kyx-zvf,30.403122,-88.249289,Restaurants and Other Eating Places,Bayou La Batre,AL,36509,13817 Shell Belt Rd,101.0,76.0,True,1236.0,US,1232.0,0.000958414399,0.001604955997,3.260050592e-05,0.0002906518169
228-224@8f5-67d-f2k,30.293193,-87.627955,Restaurants and Other Eating Places,Orange Beach,AL,36561,4720 Main St Ste M101,567.0,473.0,False,1665.0,US,7180.0,0.006323162638,0.0106823489,0.0002057863798,0.001801021672
222-222@5pm-mvn-bkz,34.829778,-86.572275,Restaurants and Other Eating Places,Meridianville,AL,35759,11007 Highway 231 431 N,28.0,20.0,False,337.0,US,354.0,0.0002929554805,0.0004882138107,9.690083198e-06,8.428896213e-05
zzw-229@8gm-znk-cyv,32.378183,-86.302766,Restaurants and Other Eating Places,Montgomery,AL,36104,445 Dexter Ave Ste 1010,3091.0,1245.0,False,11972.0,US,38083.0,0.0342476506,0.05655497978,0.001060249918,0.009228774832
225-225@8gn-9sh-dy9,33.196536,-87.527083,Restaurants and Other Eating Places,Tuscaloosa,AL,35404,1800 McFarland Blvd E,1905.0,1582.0,False,1127.0,US,23526.0,0.02145269876,0.03563546581,0.0006797381522,0.005864470871
222-222@8gm-t6g-p35,34.156064,-86.837353,Restaurants and Other Eating Places,Cullman,AL,35055,1720 Cherokee Ave SW,1743.0,1249.0,False,1032.0,US,21620.0,0.01936576971,0.03236500331,0.0006338710119,0.005476271169
222-223@5pm-h4b-h5z,34.743373,-86.767408,Waste Management and Remediation Services,Madison,AL,35758,951 Balch Rd,25.0,25.0,False,140.0,US,299.0,0.005468162481,0.00633649636,8.051611484e-06,7.113042004e-05
223-223@5pm-h2n-n89,34.691942,-86.785828,Restaurants and Other Eating Places,Madison,AL,35758,820 Palmer Rd,1231.0,686.0,False,700.0,US,15256.0,0.01636860632,0.02226899129,0.0004393471107,0.003793588425
223-222@8f3-jfb-7nq,30.676406,-87.829943,Restaurants and Other Eating Places,Spanish Fort,AL,36527,10304 US Highway 31,507.0,203.0,False,750.0,US,6231.0,0.00652471856,0.008911356096,0.0001746310612,0.001532371212
zzy-222@8gk-xbs-k4v,32.788329,-86.871387,Building Equipment Contractors,Maplesville,AL,36750,15360 Alabama Hwy,203.0,62.0,False,1636.0,US,2536.0,0.03195986742,0.03451216479,7.351326129e-05,0.0006353159089
224-222@8gk-twk-jqf,33.396147,-86.806617,Building Equipment Contractors,Hoover,AL,35216,1634A Montgomery Hwy,123.0,103.0,False,314.0,US,1530.0,0.01913887077,0.02068135037,4.395766787e-05,0.0003794557713
222-224@8f3-gbf-hqz,30.592216,-88.224727,Other Specialty Trade Contractors,Mobile,AL,36619,4821 Schillinger Rd S,58.0,58.0,False,370.0,US,738.0,0.007403426352,0.008440344638,2.179691311e-05,0.000186162414
zzw-225@5pm-mtd-7nq,34.735518,-86.627967,Restaurants and Other Eating Places,Huntsville,AL,35816,4000 University Dr NW,492.0,463.0,False,203.0,US,6091.0,0.006567575184,0.008930206217,0.0001757883331,0.001520195028
225-222@8gn-g6r-75z,32.425406,-85.69429,Other Specialty Trade Contractors,Tuskegee,AL,36083,401 Fonville St,214.0,194.0,False,862.0,US,2640.0,0.02424671206,0.02762777166,7.380465484e-05,0.0006477507296
zzy-222@8f4-6g4-94v,31.10745,-87.476921,Restaurants and Other Eating Places,Atmore,AL,36502,108 N Wind Riv Rd,50.0,46.0,False,272.0,US,615.0,0.0006878545345,0.0009325712059,1.834401376e-05,0.0001578217944
227-222@8f3-fv9-fj9,30.693556,-88.041106,Printing and Related Support Activities,Mobile,AL,36602,54 N Royal St Ste 56,899.0,468.0,False,2575.0,US,11182.0,0.1165622532,0.142621878,0.0003147467836,0.002706003379
228-222@8gm-v9k-7yv,33.62975,-85.804479,Restaurants and Other Eating Places,Anniston,AL,36207,1529 Greenbrier Dear Rd,635.0,515.0,False,364.0,US,7895.0,0.00844537188,0.01149380339,0.0002267596589,0.001966699636
223-222@8gm-5sp-y5f,33.689995,-86.683192,Restaurants and Other Eating Places,Pinson,AL,35126,4520 Pinson Blvd,767.0,629.0,False,478.0,US,9503.0,0.01020714626,0.01388563169,0.0002736521509,0.00236595462
222-224@8gn-9rd-85f,33.118515,-87.552938,Restaurants and Other Eating Places,Tuscaloosa,AL,35405,9730 Highway 69 S,16.0,13.0,False,139.0,US,202.0,0.0002160018949,0.0002928691042,5.785549486e-06,4.927421713e-05
224-222@8gh-vym-j9z,31.796795,-85.975549,Printing and Related Support Activities,Troy,AL,36081,708 S 3Notch St,59.0,47.0,False,548.0,US,741.0,0.00828268561,0.01019472765,2.200068379e-05,0.0001879531733
zzw-222@5pm-gkn-psq,34.537324,-86.91257,Restaurants and Other Eating Places,Decatur,AL,35603,3219 Point Mallard Pkwy SE,532.0,494.0,False,412.0,US,6597.0,0.007141869274,0.009703289656,0.0001910877483,0.001649954447
223-222@5pn-6q7-nbk,34.739882,-87.621401,Other Miscellaneous Manufacturing,Muscle Shoals,AL,35661,334 E Washington Dr,133.0,61.0,False,4057.0,US,1666.0,0.01022680028,0.01103786433,4.782458537e-05,0.0004117856081
224-222@8gh-tmw-w8v,31.30668,-85.822342,Amusement Parks and Arcades,Enterprise,AL,36330,1505 E Park Ave,1130.0,735.0,False,9080.0,US,13992.0,0.1536520137,0.197083494,0.0004082900988,0.003541830344
222-222@8f3-g5j-hkf,30.7264,-88.060716,Other Miscellaneous Manufacturing,Mobile,AL,36610,501 Stimrad Rd,195.0,151.0,False,5914.0,US,2416.0,0.01515462894,0.01634369456,6.920133897e-05,0.0005983153202
zzw-224@8gk-yhn-f2k,33.345815,-86.849822,Other Amusement and Recreation Industries,Hoover,AL,35244,1031 Brocks Gap Pkwy Ste 265,2649.0,1448.0,False,5319.0,US,32843.0,0.133154556,0.1612200625,0.0009395372438,0.008129539548
222-222@8f3-nyj-45f,30.391372,-87.683752,Restaurants and Other Eating Places,Foley,AL,36535,1350 S McKenzie St,392.0,236.0,False,283.0,US,4820.0,0.005253693648,0.007136891569,0.0001401019333,0.001216080585
zzw-222@8gn-kbm-8qf,32.84505,-85.182587,Restaurants and Other Eating Places,Valley,AL,36854,2901 20th Ave,17.0,13.0,False,259.0,US,219.0,0.0002519546836,0.0003407006998,6.45977347e-06,5.684392648e-05
222-222@8gn-nkg-5vf,32.316095,-86.221242,Other Miscellaneous Manufacturing,Montgomery,AL,36116,2075 Exchange St,121.0,40.0,False,4030.0,US,1491.0,0.007769617377,0.00843729728,4.159512755e-05,0.0003658283353
225-222@5pm-mt4-yjv,34.695671,-86.58411,Home Furnishings Stores,Huntsville,AL,35801,3502B Memorial Pkwy SW,175.0,153.0,False,859.0,US,2174.0,0.04694780905,0.05025175691,6.239731734e-05,0.0005407970031
223-222@8f3-fw8-wc5,30.595855,-88.171734,Other Amusement and Recreation Industries,Mobile,AL,36619,4570 Hermitage Ave,175.0,70.0,False,423.0,US,2167.0,0.008921627354,0.01080204483,6.259161502e-05,0.000543003106
zzw-224@8gk-yhn-jqf,33.356194,-86.854867,Restaurants and Other Eating Places,Hoover,AL,35244,5250 Medford Dr Ste 102,19.0,17.0,False,138.0,US,231.0,0.0002361644559,0.0003230469827,6.549854365e-06,5.659883235e-05
223-222@8gm-tmy-4gk,33.973522,-86.016459,Building Material and Supplies Dealers,Gadsden,AL,35901,2104 Rainbow Dr,128.0,112.0,False,286.0,US,1570.0,0.02492917177,0.02638243776,4.381545895e-05,0.0003875265538
225-222@8gk-tv6-c89,33.528659,-86.782491,Building Material and Supplies Dealers,Birmingham,AL,35222,415 37th St N,68.0,64.0,False,1348.0,US,841.0,0.01319236953,0.01398332649,2.354007268e-05,0.0002043039039
zzy-222@8gm-q23-nwk,34.21752,-85.606913,Restaurants and Other Eating Places,Cedar Bluff,AL,35959,4900 Highway 68,1768.0,720.0,True,1236.0,US,21935.0,0.06599238319,0.08152609879,0.0006301763903,0.005435696065
224-222@5pn-6qy-z75,34.753801,-87.66723,Clothing Stores,Muscle Shoals,AL,35661,711 Woodward Ave,191.0,191.0,False,431.0,US,2351.0,0.008439330909,0.01143929411,6.802470178e-05,0.0005876054716
224-222@8f3-ftf-b8v,30.688509,-88.106424,Restaurants and Other Eating Places,Mobile,AL,36606,2754 Dauphin St,122.0,76.0,False,191.0,US,1490.0,0.004773280263,0.005871126994,4.280819157e-05,0.0003624460648
222-222@8f3-ftf-vvf,30.687791,-88.124571,Traveler Accommodation,Mobile,AL,36606,1 E I65 Service Rd S,414.0,308.0,False,1736.0,US,5178.0,0.01930600902,0.02507820554,0.0001479064937,0.001288218969
222-222@8gn-4fk-whq,31.834292,-86.599339,Automotive Repair and Maintenance,Greenville,AL,36037,1607 E Commerce St,80.0,65.0,False,404.0,US,997.0,0.210834069,0.2164774024,2.833036592e-05,0.0002498680881
22d-223@5pm-mkk-ty9,34.76667,-86.454023,"Newspaper, Periodical, Book, and Directory Publishers",Huntsville,AL,35811,1001 Ryland Pike Ste I,174.0,51.0,False,961.0,US,2164.0,0.09360199584,0.1007640155,6.26386315e-05,0.000540438446
223-222@8gm-5sp-y35,33.688967,-86.683219,Electronic and Precision Equipment Repair and Maintenance,Pinson,AL,35126,4439 Pinson Blvd,1886.0,1373.0,False,382.0,US,23355.0,0.2826806451,0.3098643146,0.0006748959812,0.005829175565
225-223@8f3-g9z-xwk,30.538876,-88.183041,Personal and Household Goods Repair and Maintenance,Theodore,AL,36582,6006 Highway 90,114.0,105.0,False,442.0,US,1426.0,0.1135153917,0.1143333725,4.068350719e-05,0.000352676581
zzy-223@8gh-tnh-389,31.045208,-85.89187,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Enterprise,AL,36331,1204 W Magnolia,1425.0,590.0,True,1236.0,US,17883.0,0.1091240993,0.1684888041,0.0005122840361,0.004438250553
222-223@5pn-6qr-fmk,34.74176,-87.66728,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Muscle Shoals,AL,35661,2206 Woodward Ave,498.0,450.0,False,603.0,US,6170.0,0.03877290699,0.05944076457,0.0001777209565,0.001540194587
zzw-222@8f5-5sf-wtv,30.412343,-87.611567,Drinking Places (Alcoholic Beverages),Elberta,AL,36530,24230 US Highway 98,293.0,257.0,False,1268.0,US,3643.0,0.02320272185,0.03458749566,0.0001052974658,0.0009107752514
zzy-224@8gk-trr-p35,33.347295,-86.790104,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Pelham,AL,35124,2057 Valleydale Rd,1271.0,1159.0,False,1237.0,US,15892.0,0.09844417455,0.151393671,0.0004566427061,0.003952874275
222-222@8gn-j4z-tjv,32.492882,-85.147676,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Phenix City,AL,36870,542 Lee Road 197 Lot 6,92.0,81.0,False,265.0,US,1147.0,0.007385951594,0.01126729466,3.321184934e-05,0.0002851567026
zzy-223@8gm-nsn-zzz,34.648949,-86.568144,Personal Care Services,Huntsville,AL,35810,9070 Memorial Pkwy NW Ste 260,26282.0,10609.0,False,136290.0,US,325972.0,36.535880557,36.550660721,0.009358089929,0.08105499458
zzw-223@8gm-3rn-f2k,33.843166,-87.253793,Personal Care Services,Jasper,AL,35501,1801 Highway 78 E,21159.0,7932.0,False,18697.0,US,262480.0,1.468115955,1.508674169,0.007587139497,0.06548813937
222-222@8gm-htj-mff,33.602095,-85.834783,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Oxford,AL,36203,1700 AL Highway 21 S,171.0,135.0,False,916.0,US,2112.0,0.01347937438,0.02060475228,6.108915312e-05,0.0005280757469
223-222@8gm-mry-mrk,34.267406,-86.212046,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Albertville,AL,35950,203 S Hambrick St,70.0,70.0,False,529.0,US,872.0,0.004686656519,0.007353306746,2.416524465e-05,0.0002139201337
222-22c@8f3-fv7-pqf,30.692672,-88.078411,Personal Care Services,Mobile,AL,36604,1700 Spring Hill Ave,1241.0,824.0,False,2621.0,US,15255.0,0.2676352234,0.4154343697,0.0004291010165,0.003737421856
zzw-222@8gk-ttw-yn5,33.432163,-86.737791,Personal Care Services,Birmingham,AL,35243,4704 Cahaba River Rd Ste A1,437.0,396.0,False,3392.0,US,5423.0,0.1080726388,0.1608793544,0.0001534527485,0.0013162299
zzw-223@8gn-jq5-3h5,32.270937,-84.999467,Personal Care Services,Fort Mitchell,AL,36856,1095 Al Ste C,27.0,16.0,False,555.0,US,343.0,0.001707254733,0.00195473857,9.784013234e-06,8.460164021e-05
zzw-223@8gk-tv4-kxq,33.511187,-86.803116,Restaurants and Other Eating Places,Birmingham,AL,35233,125 20th St S,409.0,326.0,False,443.0,US,5054.0,0.004510588172,0.007519985763,0.0001449001709,0.001259911597
22b-222@8f3-ftm-85f,30.660592,-88.164165,"Architectural, Engineering, and Related Services",Mobile,AL,36609,820 S University Blvd Ste 2G,18.0,18.0,False,559.0,US,224.0,0.004215066274,0.006746084361,6.383728746e-06,5.580914776e-05
223-223@8gk-tc6-4sq,33.581785,-86.710363,Personal Care Services,Birmingham,AL,35206,8912 Parkway E,92.0,92.0,False,131.0,US,1138.0,0.006053719737,0.006900627373,3.292249386e-05,0.0002855467723
223-222@8gk-tv2-wkz,33.504704,-86.798789,Restaurants and Other Eating Places,Birmingham,AL,35205,801 20th St S,126.0,107.0,False,141.0,US,1562.0,0.001431021669,0.002379657188,4.5086914e-05,0.0003911541812
22q-222@5pm-fqn-249,34.790059,-86.976522,Personal Care Services,Athens,AL,35611,643 US Highway 72 W,951.0,378.0,True,1236.0,US,11943.0,0.0601867898,0.06880255677,0.0003426099916,0.002954418414
222-222@5pm-gxd-p35,34.424754,-86.929371,Restaurants and Other Eating Places,Hartselle,AL,35640,1901 Highway 31 SW,438.0,361.0,False,456.0,US,5435.0,0.004918129478,0.008192895784,0.0001569268786,0.001360380744
zzw-222@8gh-ysf-r8v,31.055324,-85.909457,Death Care Services,Geneva,AL,36340,2744 W Magnolia Ave,132.0,108.0,False,1382.0,US,1650.0,0.3449689891,0.3470787967,4.742860871e-05,0.0004102756526
